"R_growth_cyano","R_growth_green","R_growth_diatom","w_p_cyano","w_p_green","w_p_diatom","ModelRunType","Lake","Site","DataType"
0.552132545973174,2.27095968451723,2.42052735859994,-0.852173313920852,-0.420232763053849,0.663408014666755,1,"FCR",50,"modeled"
2.61803050747118,0.878097097499529,2.30912858874491,0.33011174252443,-0.168718856975436,-0.0223785630781204,2,"FCR",50,"modeled"
2.81208710072096,2.89973211115668,0.650968532724539,-0.300797534531448,-0.442905179381371,-0.947444701677654,3,"FCR",50,"modeled"
1.7970428534681,2.86186198726809,2.15822436356288,-0.74418588562822,0.20383044841839,-0.191134231509641,4,"FCR",50,"modeled"
0.529149790776894,0.53458627732587,2.56760215068795,0.0291079204701818,0.269734657357912,-0.047842817646917,5,"FCR",50,"modeled"
0.760269462286727,2.36082991820155,0.796951130486326,0.170321923735086,0.492035385688767,-0.934958475400228,6,"FCR",50,"modeled"
2.72485479807528,2.61016647099354,1.55509244847577,-0.468622590590734,0.183377285975963,0.695103544258513,7,"FCR",50,"modeled"
1.89288213304034,0.757960730144521,2.38229597287765,0.358433193830308,-0.256946506109554,0.0932884247722103,8,"FCR",50,"modeled"
3.43727364718355,3.08798865404516,1.27250918144034,-0.829277993317228,0.649998987744097,0.411696543967351,9,"FCR",50,"modeled"
2.25201815910335,1.55718642781605,1.98924005295127,-0.373663954468444,0.581512839362491,-0.215560601912439,10,"FCR",50,"modeled"
1.16052628510026,2.97229322352074,1.35772360124229,-0.755747575929388,0.874140743479133,-0.259923955944832,11,"FCR",50,"modeled"
3.49236026318278,2.76762237204146,2.5660096941127,-0.302993862531614,0.256675741454121,-0.563445360012352,12,"FCR",50,"modeled"
3.15344066132093,2.04693936853902,1.35368113953667,-0.473871123141609,0.691932779054157,-0.738024506018497,13,"FCR",50,"modeled"
1.65395433078869,1.97532243732084,2.89208181060385,0.3393216584865,0.146274032838177,0.17213541302178,14,"FCR",50,"modeled"
1.4241730747656,0.566803822102956,1.44440297766426,0.178816593337804,-0.335555969380774,-0.48371103555942,15,"FCR",50,"modeled"
0.916168962211581,0.900333148887614,2.05640998654952,0.0334115661014802,-0.905838333222549,0.641836699735373,16,"FCR",50,"modeled"
0.52534829642484,1.72922071156069,1.70980201773695,0.113591313634068,-0.059704980541952,-0.916931818993296,17,"FCR",50,"modeled"
1.86381005789572,2.64117853570497,1.66424448948237,0.0441977494396268,-0.78018638491258,0.832182908833027,18,"FCR",50,"modeled"
3.27357984939939,3.1463742588805,1.63460390326567,0.762545526708011,0.428551738608163,-0.0307445971495472,19,"FCR",50,"modeled"
1.92208261497971,1.75668106488092,1.05146619561524,-0.62291868363414,0.370332449924201,0.203226886719931,20,"FCR",50,"modeled"
2.05683669720567,1.9983915300006,0.765123486261815,0.522278303041589,-0.688799395898823,0.122479365007021,21,"FCR",50,"modeled"
1.32505032770848,2.56927284097881,2.28169597449503,0.823158452132717,-0.972672431346495,-0.0395925490129739,22,"FCR",50,"modeled"
2.04705102512566,2.74758173458395,2.32698133311258,0.937435500177089,-0.251171885647345,0.272830323661212,23,"FCR",50,"modeled"
0.933697950315895,2.82063932878966,3.30615902033169,0.104515477724373,-0.0724949603956193,0.0848936745682731,24,"FCR",50,"modeled"
2.4577773005052,1.44885942987539,2.32147658787295,-0.0350241728844121,0.75577125872206,-0.425496032548137,25,"FCR",50,"modeled"
3.09933277673041,1.7532038650522,3.119837916794,0.565776513079647,-0.117462822629139,0.991697957000695,26,"FCR",50,"modeled"
2.67979584534722,2.85279736522469,2.80438736495352,0.612368327797856,0.901022302708123,0.43366863834206,27,"FCR",50,"modeled"
1.93217389279581,2.7013186251279,0.52338039284898,-0.933120301222894,0.96482925296016,0.23770586387394,28,"FCR",50,"modeled"
0.885978533550166,3.30853014185559,1.15339374543866,0.154689104642253,-0.219874145126436,0.281855684023816,29,"FCR",50,"modeled"
0.752290004900657,3.47565310130687,0.916438668954885,-0.220138862951659,0.0771930839787238,-0.130391300664283,30,"FCR",50,"modeled"
1.48544337211363,1.74426168558211,2.19470768599398,0.593262653762009,0.489000385074876,0.687949849620461,31,"FCR",50,"modeled"
0.953426795698935,2.98378123524133,2.82323439745069,-0.642189848151058,0.176534947572276,-0.737886762955692,32,"FCR",50,"modeled"
2.27343393766647,2.70609521849174,1.06837407139945,-0.0417604980822653,0.238603556452785,0.93082265010709,33,"FCR",50,"modeled"
0.89868430374749,1.24694619156444,1.89810636244388,-0.606711952836253,0.674693479406647,-0.348248424849473,34,"FCR",50,"modeled"
2.01352293214249,2.60178758596024,2.78376342082955,-0.809200198551174,-0.0611181835648604,-0.281536859516054,35,"FCR",50,"modeled"
1.85970575331897,1.10307407787442,1.34267210188764,-0.652710857794154,-0.766461857325863,0.468486413152423,36,"FCR",50,"modeled"
2.13745631453535,1.28242195710517,3.30907216653344,0.702219219232909,0.406953080328647,0.279467953372747,37,"FCR",50,"modeled"
3.23068869547267,0.59040122573101,1.68329161592736,0.034633749670349,-0.187691594978329,0.130776398890186,38,"FCR",50,"modeled"
1.06079973608325,1.31968044315092,2.93411014618003,-0.508030532818288,-0.824597412700299,0.539538530210033,39,"FCR",50,"modeled"
2.68332851495082,1.08457496027695,1.52671005514357,-0.206350951542146,0.663032852483913,0.672706675158348,40,"FCR",50,"modeled"
1.66562422384718,1.89849474708876,0.722979689946398,-0.657818789030425,-0.617798955116887,-0.270679506310727,41,"FCR",50,"modeled"
2.86657785994606,2.58993766697496,2.93948373684078,0.83066582435742,0.4356386480988,-0.891112899257336,42,"FCR",50,"modeled"
0.967920746089425,1.51128741037822,1.63839779816032,0.635233144908212,0.122302461910993,-0.742939830131363,43,"FCR",50,"modeled"
1.60843500994914,0.734302301251097,1.6240582629689,-0.686721441075206,-0.512769997345284,0.996104306380264,44,"FCR",50,"modeled"
2.90336651427438,2.80217754540639,0.716881650978932,0.752725176526699,0.208937900374178,0.633715269177686,45,"FCR",50,"modeled"
3.1826433689699,1.66092651064135,1.78817111307313,0.568287851167377,-0.805174551181961,0.221540881090798,46,"FCR",50,"modeled"
1.09719569582981,0.51609717114619,3.06154860925116,0.402524076815229,-0.324293767337222,-0.202360947975889,47,"FCR",50,"modeled"
3.00610699910438,1.71799287712993,2.22885653857491,0.386786192677915,-0.407002147319727,0.917989571216516,48,"FCR",50,"modeled"
0.905324546951335,3.47850616970635,2.44598967092927,0.89091461704718,0.864474113068543,-0.57482241677586,49,"FCR",50,"modeled"
2.82068807111494,0.959270015323069,0.856270998322172,-0.016923369881697,-0.933059460710268,-0.288035564532038,50,"FCR",50,"modeled"
0.857690923270769,2.94104316185485,1.22645583077008,0.37676880165562,0.634430325887632,0.158836250621825,51,"FCR",50,"modeled"
0.591687956613954,2.01396206102264,1.48955956220254,-0.41033321787091,0.0846827601646074,0.138348803421017,52,"FCR",50,"modeled"
2.60429239833402,3.176917356516,3.23040876904153,-0.329462051081937,0.600461044560652,0.177322392644361,53,"FCR",50,"modeled"
3.17482194885053,2.98724287807546,1.11018984278571,0.856019620658364,-0.486898711479269,0.744665631651878,54,"FCR",50,"modeled"
